61	36.760055
62	136.937459
63	77.193906
64	30.203964
65	34.357113
66	16.470386
67	37.077127
68	45.151971
69	49.569703
70	122.848978
71	14.381150
72	25.386280
73	74.567087
74	94.025683
75	129.182004
76	60.091189
77	91.446358
78	166.037228
79	19.002291
80	74.350817
81	34.029719
82	151.881070
83	179.851634
84	26.016461
85	60.324650
86	165.341568
87	74.784937
88	265.382564
89	156.404745
90	32.549777
91	52.994068
92	165.440622
93	85.558596
94	78.133199
95	60.235674
96	36.275480
97	246.744089
98	109.292528
99	64.712467
100	143.726529
101	19.864959
102	130.554364
103	108.288835
104	208.627830
105	104.779328
106	30.180242
107	14.774273
108	38.028765
109	215.987373
110	90.480807
111	41.971384
112	119.161018
113	56.949476
114	13.955315
115	53.344456
116	98.349701
117	125.785619
118	124.547398
119	84.042645
120	119.959696
121	127.975465
122	61.061945
123	190.019832
124	141.893791
125	59.093113
126	30.424266
127	260.807790
128	110.820815
129	35.190624
130	6.293319
131	103.289082
132	47.667924
133	139.102625
134	98.779104
135	61.275411
136	61.650488
137	55.038698
138	43.903877
139	14.839167
140	66.618418
141	134.918626
142	7.571693
143	102.265638
144	18.623479
145	41.905724
146	190.239813
147	235.884986
148	76.688282
149	153.827599
150	81.948835
151	124.775202
152	193.380113
153	31.950564
154	89.803681
155	34.261484
156	27.087778
157	55.452317
158	167.079895
159	113.157201
160	129.342111
161	66.478956
162	65.347220
163	87.352942
164	54.423909
165	70.705330
166	106.661687
167	47.716092
168	13.947379
169	33.369725
170	151.100253
171	102.632679
172	104.788460
173	9.323411
174	173.016521
175	124.817121
176	121.082874
177	273.583838
178	18.780368
179	72.761442
180	102.021028
181	113.315376
182	119.414018
183	134.590335
184	41.631482
185	67.934929
186	121.437029
187	80.696865
188	36.653882
189	87.219936
190	64.505208
191	31.940268
192	90.073075
193	48.212553
194	35.401662
195	75.072593
196	132.204957
197	60.396578
198	210.357398
199	60.511389
200	204.062557
201	77.856838
202	84.045104
203	123.558813
204	94.267201
205	59.487207
206	57.200947
207	45.836767
208	103.056684
209	11.879516
210	35.513147
211	126.003480
212	76.952162
213	113.907948
214	81.030073
215	111.527206
216	121.133487
217	163.922158
218	80.105534
219	26.446374
220	91.048753
221	18.023227
222	170.668388
223	100.671235
224	243.310834
225	153.238695
226	45.252427
227	88.756066
228	42.345593
229	153.542256
230	81.499518
231	37.889098
232	32.736671
233	94.449583
234	18.310358
235	48.286693
236	35.981119
237	30.052991
238	38.970069
239	18.334255
240	38.509488
241	36.640785
242	145.232654
243	227.655239
244	46.384772
245	15.898336
246	19.785688
247	66.273858
248	34.075563
249	38.328625
250	125.062340
251	127.838983
252	14.120776
253	47.402927
254	97.900814
255	82.050256
256	99.499066
257	31.808371
258	63.303273
259	76.399696
260	147.161024
261	13.690849
262	30.325637
263	120.719113
264	68.279099
265	229.767135
266	38.147375
267	147.481354
268	9.965236
269	30.162302
270	48.428191
271	101.648048
272	14.906395
273	49.091998
274	57.236756
275	14.378104
276	102.748336
277	142.561633
278	89.809806
279	102.234202
280	138.572833
281	14.205808
282	51.636602
283	108.635933
284	23.427619
285	45.302191
286	153.716474
287	126.007356
288	163.701988
289	54.290175
290	116.470986
291	42.258110
292	47.596948
293	64.807879
294	56.776182
295	25.384047
296	146.570197
297	166.046212
298	221.553902
299	49.093756
300	163.950024
