61	19.170060
62	13.200293
63	16.478949
64	13.280226
65	3.153770
66	14.634454
67	14.604908
68	30.139447
69	42.392746
70	31.341580
71	11.280052
72	21.504793
73	69.135731
74	12.705719
75	12.565681
76	38.453002
77	20.113065
78	55.085187
79	29.307503
80	6.582626
81	9.409938
82	38.719780
83	37.892453
84	9.372695
85	8.705645
86	34.381102
87	78.184187
88	7.276679
89	11.223446
90	36.851745
91	38.319086
92	31.941193
93	5.624300
94	5.623030
95	32.181501
96	5.391929
97	55.170186
98	21.082434
99	2.140944
100	25.190167
101	19.805714
102	59.027501
103	9.164234
104	3.886440
105	38.097358
106	2.774923
107	11.618540
108	32.717504
109	24.082692
110	16.734572
111	14.780381
112	30.393479
113	10.364156
114	34.496778
115	3.881056
116	6.259794
117	12.780888
118	13.897115
119	10.535979
120	24.068609
121	115.419872
122	3.110592
123	35.854183
124	47.145271
125	15.754789
126	26.398192
127	21.120097
128	21.976943
129	12.991894
130	6.921314
131	19.446568
132	15.185120
133	10.787597
134	33.263644
135	8.721428
136	12.054773
137	10.991276
138	24.016655
139	10.212839
140	30.810314
141	21.576314
142	18.861474
143	21.185092
144	4.902927
145	49.436696
146	37.385634
147	15.521551
148	27.086661
149	9.205775
150	16.020609
151	24.311658
152	13.979975
153	6.261033
154	24.116877
155	25.617327
156	7.064098
157	7.030177
158	11.957186
159	7.766453
160	12.386304
161	26.412587
162	35.261356
163	15.833299
164	54.867095
165	5.941202
166	10.477430
167	53.285445
168	14.188360
169	4.986679
170	17.550561
171	56.541439
172	46.752863
173	40.504521
174	9.308475
175	34.678148
176	4.603917
177	30.845298
178	24.477883
179	11.486049
180	17.066021
181	25.863113
182	10.302694
183	8.553617
184	15.178279
185	23.623616
186	34.437887
187	86.088952
188	22.277935
189	14.798585
190	30.070634
191	9.829010
192	20.586684
193	28.257106
194	20.306210
195	40.731069
196	50.528416
197	7.249477
198	32.993017
199	14.733873
200	12.236062
201	16.131064
202	100.661863
203	35.146309
204	6.312604
205	8.743395
206	27.010816
207	15.246783
208	31.915840
209	1.892932
210	9.386884
211	70.567336
212	16.336979
213	1.149264
214	25.963594
215	35.371040
216	69.803799
217	21.241402
218	31.471680
219	3.015371
220	28.529752
221	40.294506
222	12.043961
223	6.863468
224	7.021024
225	12.888442
226	7.712934
227	20.299724
228	27.510225
229	12.084040
230	3.508664
231	12.530151
232	13.283456
233	8.076697
234	30.926277
235	5.197432
236	5.877634
237	41.787385
238	38.717167
239	13.670464
240	4.563239
241	3.883195
242	71.421900
243	30.609109
244	19.243628
245	4.635618
246	42.108114
247	28.735606
248	32.687990
249	16.963080
250	14.071360
251	22.159799
252	51.243899
253	56.956829
254	5.686093
255	48.389760
256	24.152916
257	25.556487
258	4.458333
259	64.850592
260	67.638317
261	30.279253
262	7.187973
263	17.071508
264	27.878082
265	7.431260
266	47.593448
267	52.181122
268	1.232405
269	8.742399
270	8.899184
271	22.388587
272	45.027809
273	14.462554
274	13.167315
275	24.344093
276	36.489373
277	45.189181
278	13.495191
279	46.664731
280	19.192895
281	74.217473
282	1.995615
283	12.594585
284	5.428531
285	14.214757
286	20.332717
287	11.326904
288	27.101698
289	19.416112
290	111.501638
291	28.858647
292	30.098513
293	33.725898
294	26.352014
295	38.854732
296	4.039028
297	51.625969
298	34.688749
299	16.022533
300	5.908850
